STATE_ABBR,COUNTY,TOTAL_POPULATION,POP_ONE_RACE,WHITE,BLACK,AMARICAN_INDIAN,ASIAN,HAWAIIAN,OTHER
MI,Ontonagon County,5816,5576,5473,8,62,21,2,10
MI,Osceola County,22891,21884,21414,165,150,34,6,115
MI,Oscoda County,8219,7827,7741,8,38,12,0,28
MI,Otsego County,25091,23812,23320,101,169,91,2,129
MI,Ottawa County,296200,275858,248796,5462,1442,8088,109,11961
MI,Presque Isle County,12982,12537,12342,35,68,52,1,39
MI,Roscommon County,23459,22435,22067,65,105,78,10,110
MI,Saginaw County,190124,177432,133915,34615,818,2420,85,5579
MI,St. Clair County,160383,151438,144476,3937,701,826,16,1482
MI,St. Joseph County,60939,56795,51530,1367,277,414,9,3198
MI,Sanilac County,40611,38727,37883,168,141,84,2,449
MI,Schoolcraft County,8047,7494,6756,10,703,15,1,9
MI,Shiawassee County,68094,64538,63132,325,263,297,22,499
MI,Tuscola County,53323,50650,49413,413,200,157,15,452
MI,Van Buren County,75587,69415,61345,2428,819,386,40,4397
MI,Washtenaw County,372258,342959,257688,42819,1190,33632,201,7429
MI,Wayne County,1793561,1682836,882484,674782,7218,64947,433,52972
MI,Wexford County,33673,31912,31124,193,178,186,1,230
MO,Adair County,25314,24103,21843,1279,51,687,13,230
MO,Andrew County,18135,17288,16907,156,53,89,1,82
MO,Atchison County,5305,5094,5008,23,25,8,0,30
MO,Audrain County,24962,23534,21648,1307,89,114,2,374
MO,Barry County,34534,31791,28655,106,453,811,73,1693
MO,Barton County,11637,10792,10462,32,151,39,2,106
MO,Bates County,16042,15352,14925,155,99,48,9,116
MO,Benton County,19394,18380,18031,76,108,57,2,106
MO,Bollinger County,10567,10067,9932,39,34,23,3,36
MO,Boone County,183610,170237,139955,18100,627,7820,125,3610
MO,Buchanan County,84793,78383,70025,4423,449,1063,439,1984
MO,Butler County,42130,39398,36033,2488,205,304,16,352
MO,Caldwell County,8815,8440,8251,69,38,26,7,49
MO,Callaway County,44283,41561,38771,1974,157,226,30,403
MO,Camden County,42745,40334,39109,258,210,221,29,507
MO,Cape Girardeau County,81710,76952,67937,6503,226,1314,15,957
MO,Carroll County,8495,8117,7944,97,17,15,0,44
MO,Carter County,5202,4910,4837,13,20,22,4,14
MO,Cass County,107824,99552,91092,5018,574,853,109,1906
MO,Cedar County,14188,13311,12996,64,105,42,9,95
MO,Chariton County,7408,7154,6969,149,20,5,3,8
MO,Christian County,88842,82762,79916,616,539,647,72,972
MO,Clark County,6634,6425,6363,23,9,12,0,18
MO,Clay County,253335,231493,198714,18271,1429,6126,1017,5936
MO,Clinton County,21184,19941,19426,209,78,85,6,137
MO,Cole County,77279,72679,62241,8123,257,975,70,1013
MO,Cooper County,17103,16020,14850,924,56,67,6,117
MO,Crawford County,23056,21693,21138,148,124,92,14,177
MO,Dade County,7569,7188,7038,36,50,24,0,40
MO,Dallas County,17071,16137,15843,46,100,25,19,104
MO,Daviess County,8430,8091,7977,33,29,18,10,24
MO,DeKalb County,11029,10590,9780,672,33,43,2,60
MO,Dent County,14421,13593,13307,70,68,54,7,87
MO,Douglas County,11578,10880,10673,40,77,25,4,61
MO,Dunklin County,28283,26580,22068,3184,84,80,4,1160
MO,Franklin County,104682,99044,96383,904,354,540,37,826
MO,Gasconade County,14794,13936,13756,23,37,51,14,55
MO,Gentry County,6162,5952,5883,15,6,9,1,38
MO,Greene County,298915,274982,250745,10233,2140,6250,407,5207
MO,Grundy County,9808,9469,9225,56,37,54,8,89
MO,Harrison County,8157,7854,7673,37,48,24,7,65
MO,Henry County,21946,20597,20008,187,107,97,8,190
MO,Hickory County,8279,7834,7683,18,50,15,0,68
MO,Holt County,4223,4080,4004,10,32,2,0,32
MO,Howard County,10151,9641,8931,542,37,27,3,101
MO,Howell County,39750,37318,36329,194,291,222,23,259
MO,Iron County,9537,8951,8689,147,65,34,2,14
MO,Jackson County,717204,652019,435820,158559,4410,15201,1811,36218
MO,Jasper County,122761,111840,98581,2342,2249,1507,456,6705
MO,Jefferson County,226739,211748,205007,2344,709,1859,72,1757
MO,Johnson County,54013,49810,45354,2369,305,844,215,723
MO,Knox County,3744,3635,3573,20,8,18,0,16
MO,Laclede County,36039,33824,32848,268,219,194,18,277
MO,Lafayette County,32984,30964,29627,679,155,116,12,375
MO,Lawrence County,38001,35263,33137,135,415,176,40,1360
MO,Lewis County,10032,9693,9362,185,34,22,0,90
MO,Lincoln County,59574,55684,53497,1097,232,235,31,592
MO,Linn County,11874,11365,11136,67,37,25,6,94
MO,Livingston County,14557,13995,13473,316,47,90,5,64
MO,McDonald County,23303,20872,17093,435,586,379,870,1509
MO,Macon County,15209,14374,13855,309,33,84,4,89
MO,Madison County,12626,11922,11615,56,63,46,0,142
MO,Maries County,8432,7956,7841,23,43,7,0,42
MO,Marion County,28525,26959,25119,1374,94,172,16,184
MO,Mercer County,3538,3431,3303,1,46,3,0,78
MO,Miller County,24722,23563,23089,117,124,67,32,134
MO,Mississippi County,12577,12164,8910,3083,37,20,0,114
MO,Moniteau County,15473,14633,13876,282,72,49,16,338
MO,Monroe County,8666,8259,7956,181,32,31,1,58
MO,Montgomery County,11322,10801,10518,106,30,55,5,87
MO,Morgan County,21006,19967,19497,126,116,61,8,159
MO,New Madrid County,16434,15645,12703,2741,38,62,4,97
MO,Newton County,58648,53840,48383,532,1483,798,805,1839
MO,Nodaway County,21241,20413,19465,363,47,403,2,133
MO,Oregon County,8635,8178,8049,25,69,9,0,26
MO,Osage County,13274,12834,12745,24,30,3,10,22
MO,Ozark County,8553,8179,8035,19,47,15,5,58
MO,Pemiscot County,15661,14887,10280,4308,38,36,4,221
MO,Perry County,18956,18195,17748,102,30,123,0,192
MO,Pettis County,42980,39721,35508,1390,238,296,120,2169
MO,Phelps County,44638,41716,38383,1044,261,1517,27,484
MO,Pike County,17587,16732,15546,944,46,27,8,161
MO,Platte County,106718,97987,83516,8296,544,2746,700,2185
MO,Polk County,31519,29847,29053,247,212,131,6,198
MO,Pulaski County,53955,48993,38553,6322,447,1835,410,1426
MO,Putnam County,4681,4544,4475,12,14,4,0,39
MO,Ralls County,10355,9987,9748,114,26,24,4,71
MO,Randolph County,24716,23269,21535,1361,111,95,9,158
MO,Ray County,23158,21761,21109,233,145,79,8,187
MO,Reynolds County,6096,5805,5690,36,31,26,2,20
MO,Ripley County,10679,10070,9942,31,44,29,1,23
MO,St. Charles County,405262,379026,339665,20894,910,11147,230,6180
MO,St. Clair County,9284,8832,8643,26,67,21,9,66
MO,Ste. Genevieve County,18479,17736,17270,320,54,29,2,61
MO,St. Francois County,66922,63638,59940,2658,212,403,21,404
MO,St. Louis County,1004125,946542,632283,246642,2376,48784,295,16162
MO,Saline County,23333,21717,17995,1172,101,175,410,1864
MO,Schuyler County,4032,3918,3878,0,1,15,1,23
MO,Scotland County,4716,4581,4550,12,5,10,4,0
MO,Scott County,38059,36060,30913,4502,103,154,5,383
MO,Shannon County,7031,6602,6506,7,37,13,0,39
MO,Shelby County,6103,5887,5791,24,31,2,1,38
MO,Stoddard County,28672,27528,26836,305,89,94,2,202
MO,Stone County,31076,29271,28574,85,220,115,20,257
MO,Sullivan County,5999,5517,4680,208,53,30,1,545
MO,Taney County,56066,51800,47719,851,487,617,197,1929
MO,Texas County,24487,23403,22240,790,150,65,8,150
MO,Vernon County,19707,18686,18097,110,161,103,18,197
MO,Warren County,35532,33131,31419,731,161,149,3,668
MO,Washington County,23514,22298,21465,610,79,40,1,103
MO,Wayne County,10974,10345,10165,50,72,23,5,30
MO,Webster County,39085,37079,36178,203,273,141,10,274
MO,Worth County,1973,1917,1897,0,4,6,5,5
MO,Wright County,18188,17199,16813,118,79,48,5,136
MO,St. Louis city,301578,283205,132292,129814,948,12289,102,7760
AL,Autauga County,58805,55648,42160,11445,217,881,35,910
AL,Baldwin County,231767,216743,189399,18217,1582,2067,143,5335
AL,Barbour County,25223,24523,11317,11933,116,117,1,1039
AL,Bibb County,22293,21534,16555,4413,60,32,9,465
AL,Blount County,59134,55478,50663,845,337,178,24,3431
AL,Bullock County,10357,10109,2320,7396,72,9,10,302
AL,Butler County,19051,18464,9752,8430,29,143,5,105
AL,Calhoun County,116441,110412,80586,25559,487,1190,119,2471
AL,Chambers County,34772,33562,18850,13512,106,401,13,680
AL,Cherokee County,24971,24051,22707,987,109,56,1,191
AL,Chilton County,45014,43011,35527,4067,338,181,6,2892
AL,Choctaw County,12665,12405,7074,5232,30,22,0,47
AL,Clarke County,23087,22535,12029,10255,74,94,1,82
AL,Clay County,14236,13641,11375,1963,56,48,4,195
AL,Cleburne County,15056,14490,13819,466,53,21,2,129
AL,Coffee County,53465,49358,37080,8760,640,909,61,1908
AL,Colbert County,57227,54530,43631,9286,270,432,9,902
AL,Conecuh County,11597,11228,5912,5104,72,40,1,99
AL,Coosa County,10387,10033,6824,3008,31,8,0,162
AL,Covington County,37570,36128,30877,4607,147,240,0,257
AL,Crenshaw County,13194,12715,9388,3103,62,83,2,77
AL,Cullman County,87866,83209,79142,937,408,522,64,2136
AL,Dale County,49326,45906,33429,10241,270,671,52,1243
AL,Dallas County,38462,37656,10409,26899,65,146,17,120
AL,DeKalb County,71608,66904,56420,1046,1992,253,22,7171
AL,Elmore County,87977,83736,63139,18211,337,674,32,1343
AL,Escambia County,36757,35146,22202,10991,1539,114,22,278
AL,Etowah County,103436,98179,78584,15146,739,927,54,2729
AL,Fayette County,16321,15675,13666,1736,72,51,6,144
AL,Franklin County,32113,30521,24333,1166,651,68,10,4293
AL,Geneva County,26659,25140,22078,2241,182,89,7,543
AL,Greene County,7730,7592,1301,6246,5,7,0,33
AL,Hale County,14785,14481,5999,8337,39,25,15,66
AL,Henry County,17146,16464,11888,4248,50,73,4,201
AL,Houston County,107202,101611,69265,28408,496,1282,63,2097
AL,Jackson County,52579,49025,45480,1636,770,214,4,921
AL,Jefferson County,674721,645772,329590,281326,2321,13109,352,19074
AL,Lamar County,13972,13530,11962,1425,35,6,6,96
AL,Lauderdale County,93564,89106,77141,9243,368,770,32,1552
AL,Lawrence County,33073,30199,24915,3304,1447,87,8,438
AL,Lee County,174241,165025,111651,39570,720,8572,120,4392
AL,Limestone County,103570,96885,77064,13307,708,1869,75,3862
AL,Lowndes County,10311,10086,2818,7192,17,15,5,39
AL,Macon County,19532,19032,3252,15441,48,74,4,213
AL,Madison County,388153,358764,242510,92066,2978,10292,482,10436
AL,Marengo County,19323,18900,8428,10188,9,54,3,218
AL,Marion County,29341,28028,26312,1106,106,75,14,415
AL,Marshall County,97612,91078,76926,2428,1398,602,137,9587
AL,Mobile County,414809,394678,229550,146254,4057,8585,234,5998
AL,Monroe County,19772,19149,10391,8299,289,88,3,79
AL,Montgomery County,228954,220759,75074,130467,795,7995,146,6282
AL,Morgan County,123421,115182,89869,15453,951,850,85,7974
AL,Perry County,8511,8335,2359,5936,16,10,3,11
AL,Pickens County,19123,18623,10739,7489,27,78,0,290
AL,Pike County,33009,31653,18275,12138,192,588,21,439
AL,Randolph County,21967,21123,16772,3815,76,87,3,370
AL,Russell County,59183,55776,27532,26243,228,420,140,1213
AL,St. Clair County,91103,86452,75728,8652,324,663,21,1064
AL,Shelby County,223024,209440,165206,28939,1128,5152,108,8907
AL,Sumter County,12345,12131,2974,8997,26,102,5,27
AL,Talladega County,82149,79241,51214,26439,209,395,27,957
AL,Tallapoosa County,41311,39912,28477,10409,127,222,0,677
AL,Tuscaloosa County,227036,216301,136582,69088,963,3253,104,6311
AL,Walker County,65342,62612,57012,3929,321,297,6,1047
AL,Washington County,15388,14816,10309,3318,1114,14,7,54
AL,Wilcox County,10600,10422,2880,7483,11,7,6,35
AL,Winston County,23540,22473,21760,141,113,61,9,389
RI,Bristol County,50793,48019,45355,773,105,1285,1,500
RI,Kent County,170363,159640,147106,3220,532,4882,40,3860
RI,Newport County,85643,79432,72063,2840,362,1570,64,2533
RI,Providence County,660741,585083,402194,53803,5362,28614,380,94730
RI,Washington County,129839,123411,116202,1532,1024,2610,51,1992
DE,Kent County,181851,166044,107685,46998,1149,4429,125,5658
DE,New Castle County,570719,527020,314231,146544,2156,35200,175,28714
DE,Sussex County,237378,220366,175847,25357,1843,3070,112,14137
VT,Addison County,37363,35321,33793,368,113,597,11,439
VT,Bennington County,37347,35417,34183,430,70,406,5,323
VT,Caledonia County,30233,28581,27656,234,100,368,17,206
VT,Chittenden County,168323,158374,144237,4910,384,7243,53,1547
VT,Essex County,5920,5630,5566,15,18,16,5,10
VT,Franklin County,49946,46987,45509,338,501,321,16,302
VT,Grand Isle County,7293,6894,6724,51,45,33,0,41
VT,Lamoille County,25945,24446,23778,225,89,141,2,211
VT,Orange County,29277,27642,26978,162,135,166,5,196
VT,Orleans County,27393,26066,25464,131,198,123,1,149
VT,Rutland County,60572,56965,55453,517,159,460,14,362
VT,Washington County,59807,56113,54149,651,153,633,26,501
VT,Windham County,45905,43081,41380,536,139,494,9,523
VT,Windsor County,57753,54534,52881,466,185,548,17,437
MA,Barnstable County,228996,213114,196459,6603,1224,3223,81,5524
MA,Berkshire County,129026,120699,110862,4296,287,2019,24,3211
MA,Bristol County,579200,528518,455763,25668,2443,13779,171,30694
MA,Dukes County,20600,18373,16321,813,214,185,10,830
MA,Essex County,809829,734597,558325,33524,4076,29819,285,108568
MA,Franklin County,71029,66227,62398,1075,195,1198,11,1350
MA,Hampden County,465825,417894,302357,41556,2338,12344,286,59013
MA,Hampshire County,162308,150362,130161,4706,426,10796,58,4215
MA,Middlesex County,1632002,1497263,1112445,84670,3676,210462,444,85566
MA,Nantucket County,14255,12868,10159,1027,87,264,5,1326
MA,Norfolk County,725981,679397,519522,51371,1257,88512,166,18569
MA,Plymouth County,530819,485721,411558,45132,1218,7772,101,19940
MA,Suffolk County,797936,708969,375467,145566,3865,81140,409,102522
MA,Worcester County,862111,787048,634240,48022,2712,46421,250,55403
VA,Accomack County,33413,31655,20261,8670,297,255,4,2168
VA,Albemarle County,112395,104478,81866,9953,286,8222,50,4101
VA,Alleghany County,15223,14647,13813,681,27,61,7,58
VA,Amelia County,13265,12633,9780,2555,39,65,0,194
VA,Amherst County,31307,29477,23190,5400,251,182,27,427
VA,Appomattox County,16119,15429,12258,2894,51,46,7,173
VA,Arlington County,238643,212765,145293,20875,1565,27443,141,17448
VA,Augusta County,77487,74044,69142,3116,185,467,31,1103
VA,Bath County,4209,4015,3855,116,6,17,2,19
VA,Bedford County,79462,75671,68743,4925,211,970,37,785
VA,Bland County,6270,6056,5874,169,0,6,0,7
VA,Botetourt County,33596,32265,30689,918,70,234,3,351
VA,Brunswick County,15849,15446,6553,8607,23,44,5,214
VA,Buchanan County,20355,20007,19299,618,15,51,4,20
VA,Buckingham County,16824,16179,10488,5435,51,59,7,139
VA,Campbell County,55696,52891,43320,7832,192,604,15,928
VA,Caroline County,30887,28485,19215,7721,166,296,15,1072
VA,Carroll County,29155,28093,27255,169,53,80,3,533
VA,Charles City County,6773,6431,3028,2836,448,38,6,75
VA,Charlotte County,11529,11084,7717,3140,22,31,6,168
VA,Chesterfield County,364548,337592,216290,83107,1589,13185,246,23175
VA,Clarke County,14783,13776,12481,578,51,212,15,439
VA,Craig County,4892,4707,4653,13,5,11,3,22
VA,Culpeper County,52552,47865,36092,6567,365,776,23,4042
VA,Cumberland County,9675,9214,6165,2831,43,38,8,129
VA,Dickenson County,14124,13834,13728,49,23,19,2,13
VA,Dinwiddie County,27947,26583,17516,8177,125,126,3,636
VA,Essex County,10599,10051,5952,3775,83,62,3,176
VA,Fairfax County,1150309,1020759,569013,110889,6500,235050,873,98434
VA,Fauquier County,72972,66515,56660,5091,312,1229,51,3172
VA,Floyd County,15476,14785,14219,244,20,51,0,251
VA,Fluvanna County,27249,25497,21023,3730,79,222,7,436
VA,Franklin County,54477,52046,46702,3921,147,307,27,942
VA,Frederick County,91419,84094,73524,3718,315,1681,41,4815
VA,Giles County,16787,16190,15777,244,34,71,0,64
VA,Gloucester County,38711,36041,32396,2753,153,318,25,396
VA,Goochland County,24727,23524,19302,3267,75,494,3,383
VA,Grayson County,15333,14767,13558,904,32,24,2,247
VA,Greene County,20552,19157,16520,1447,33,457,6,694
VA,Greensville County,11391,11133,4364,6657,30,33,0,49
VA,Halifax County,34022,32952,20420,11791,77,218,6,440
VA,Hanover County,109979,103725,89742,9808,399,2035,33,1708
VA,Henrico County,334389,313088,170651,97568,1338,32296,154,11081
VA,Henry County,50948,48299,35040,11160,165,292,14,1628
VA,Highland County,2232,2159,2135,2,3,6,1,12
VA,Isle of Wight County,38606,36452,26721,8660,166,405,32,468
VA,James City County,78254,72376,57710,10028,275,2269,52,2042
VA,King and Queen County,6608,6268,4490,1571,90,23,3,91
VA,King George County,26723,24238,19121,3983,190,417,15,512
VA,King William County,17810,16899,13636,2601,288,129,11,234
VA,Lancaster County,10919,10580,7467,2951,24,77,1,60
VA,Lee County,22173,21607,20531,885,71,39,0,81
VA,Loudoun County,420959,376302,225974,30568,1582,89779,263,28136
VA,Louisa County,37596,35252,28813,5408,158,257,18,598
VA,Lunenburg County,11936,11314,7095,3805,35,26,6,347
VA,Madison County,13837,13066,11684,1065,16,90,1,210
VA,Mathews County,8533,8104,7295,660,17,52,15,65
VA,Mecklenburg County,30319,29242,18032,10435,75,205,0,495
VA,Middlesex County,10625,10105,8411,1523,33,28,3,107
VA,Montgomery County,99721,93839,79436,4165,207,8347,52,1632
VA,Nelson County,14775,14050,12021,1538,56,67,3,365
VA,New Kent County,22945,21522,18017,2739,247,223,8,288
VA,Northampton County,12282,11580,7071,3785,85,82,8,549
VA,Northumberland County,11839,11349,8366,2690,29,69,0,195
VA,Nottoway County,15642,14933,8625,5813,85,64,3,343
VA,Orange County,36254,33625,27877,4364,192,324,19,849
VA,Page County,23709,22815,22037,439,51,120,8,160
VA,Patrick County,17608,16968,15719,840,36,43,3,327
VA,Pittsylvania County,60501,58372,44672,12417,169,292,22,800
VA,Powhatan County,30333,28762,25732,2505,64,169,24,268
VA,Prince Edward County,21849,20906,10662,9269,36,197,1,741
VA,Prince George County,43010,39968,23827,12968,276,862,144,1891
VA,Prince William County,482204,419112,200831,97457,3565,50314,600,66345
VA,Pulaski County,33800,32172,29922,1658,69,184,3,336
VA,Rappahannock County,7348,6906,6521,200,18,63,3,101
VA,Richmond County,8923,8510,5739,2439,16,42,0,274
VA,Roanoke County,96929,91763,80780,5764,243,3462,24,1490
VA,Rockbridge County,22650,21609,20483,575,94,187,9,261
VA,Rockingham County,83757,79127,72656,1886,291,928,20,3346
VA,Russell County,25781,25194,24835,229,19,42,1,68
VA,Scott County,21576,20877,20617,134,31,28,4,63
VA,Shenandoah County,44186,41522,38166,1087,198,348,8,1715
VA,Smyth County,29800,28753,27939,430,40,104,1,239
VA,Southampton County,17996,17277,11080,5924,67,70,20,116
VA,Spotsylvania County,140032,126134,90227,22933,675,3978,127,8194
VA,Stafford County,156927,137754,90269,30400,1161,6251,266,9407
VA,Surry County,6561,6274,3483,2694,19,14,10,54
VA,Sussex County,10829,10416,4501,5781,18,12,11,93
VA,Tazewell County,40429,38977,37528,967,59,215,15,193
VA,Warren County,40727,37834,34386,1754,185,472,15,1022
VA,Washington County,53935,52093,50639,662,106,337,1,348
VA,Westmoreland County,18477,17265,11941,4491,78,148,11,596
VA,Wise County,36130,34991,32789,1802,55,153,11,181
VA,Wythe County,28290,27212,26165,707,61,118,2,159
VA,York County,70045,63358,48251,8930,258,4297,140,1482
VA,Alexandria city,159467,142290,82185,31903,1004,11354,94,15750
VA,Bristol city,17219,16131,14754,1051,57,162,4,103
VA,Buena Vista city,6641,6194,5740,289,49,29,24,63
VA,Charlottesville city,46553,42970,30344,7122,164,4083,22,1235
VA,Chesapeake city,249422,229256,139573,72268,1174,9057,377,6807
VA,Colonial Heights city,18170,16743,12652,2915,42,579,13,542
VA,Covington city,5737,5435,4585,718,23,32,5,72
VA,Danville city,42590,40966,17262,21879,186,514,1,1124
VA,Emporia city,5766,5553,1544,3655,23,53,6,272
VA,Fairfax city,24146,21335,13473,1103,145,4537,10,2067
VA,Falls Church city,14658,12921,10221,576,32,1499,11,582
VA,Franklin city,8180,7846,3008,4639,34,81,5,79
VA,Fredericksburg city,27982,25305,15872,6135,180,1334,30,1754
VA,Galax city,6720,6312,5233,367,33,52,1,626
VA,Hampton city,137148,126793,51202,67915,647,3568,241,3220
VA,Harrisonburg city,51814,46478,33789,4218,297,2116,29,6029
VA,Hopewell city,23033,21346,10141,9852,111,254,20,968
VA,Lexington city,7320,6995,6112,459,20,281,0,123
VA,Lynchburg city,79009,74405,48502,21453,243,1766,41,2400
VA,Manassas city,42772,37117,16717,5124,536,2729,36,11975
VA,Manassas Park city,17219,14956,5535,2136,174,1835,13,5263
VA,Martinsville city,13485,12723,5924,6094,50,116,4,535
VA,Newport News city,186247,169992,74676,78687,940,6356,441,8892
VA,Norfolk city,238005,218754,102841,95594,1328,9025,521,9445
VA,Norton city,3687,3496,3242,180,8,27,1,38
VA,Petersburg city,33458,31883,5418,24811,141,339,32,1142
VA,Poquoson city,12460,11624,11059,120,41,264,7,133
VA,Portsmouth city,97915,91697,35892,52214,427,1285,141,1738
VA,Radford city,16070,15213,12280,2182,40,217,6,488
VA,Richmond city,226610,212506,98140,91653,898,6259,115,15441
VA,Roanoke city,100011,92526,57309,27470,419,2479,54,4795
VA,Salem city,25346,23973,20923,1949,48,541,9,503
VA,Staunton city,25750,24027,20207,2935,84,323,12,466
VA,Suffolk city,94324,88194,44723,39701,343,1708,74,1645
VA,Virginia Beach city,459470,415348,278956,85478,1894,34305,756,13959
VA,Waynesboro city,22196,20503,16562,2672,43,260,26,940
VA,Williamsburg city,15425,14433,7572,5699,41,500,25,596
VA,Winchester city,28120,25719,18336,2865,255,711,16,3536
AR,Arkansas County,17149,16406,11698,4156,44,94,9,405
AR,Ashley County,19062,18355,12958,4669,56,41,6,625
AR,Baxter County,41627,39404,38489,90,255,234,9,327
AR,Benton County,284333,252922,201188,4732,5093,13721,2629,25559
AR,Boone County,37373,35045,34128,108,276,246,28,259
AR,Bradley County,10545,10105,5890,2937,92,30,0,1156
AR,Calhoun County,4739,4531,3539,913,10,6,9,54
AR,Carroll County,28260,25902,21952,95,369,567,444,2475
AR,Chicot County,10208,9867,3953,5417,36,38,9,414
AR,Clark County,21446,20333,14316,5127,96,153,18,623
AR,Clay County,14552,13937,13731,42,44,15,8,97
AR,Cleburne County,24711,23500,22953,69,133,102,11,232
AR,Cleveland County,7550,7282,6466,686,35,7,1,87
AR,Columbia County,22801,21960,13371,7866,74,168,0,481
AR,Conway County,20715,19274,16367,2209,167,90,8,433
AR,Craighead County,111231,104667,80639,18473,356,1692,61,3446
AR,Crawford County,60133,54317,48610,897,1486,947,35,2342
AR,Crittenden County,48163,46344,19276,25905,136,327,17,683
AR,Cross County,16833,16172,12213,3658,48,102,5,146
AR,Dallas County,6482,6206,3487,2592,17,7,0,103
AR,Desha County,11395,10882,4845,5398,47,61,4,527
AR,Drew County,17350,16714,11291,4846,90,108,13,366
AR,Faulkner County,123498,114076,94088,14384,719,1475,73,3337
AR,Franklin County,17097,16016,15367,79,214,163,10,183
AR,Fulton County,12075,11440,11249,27,66,35,0,63
AR,Garland County,100180,92181,78837,8128,802,972,71,3371
AR,Grant County,17958,17099,16304,458,81,77,1,178
AR,Greene County,45736,43306,41038,933,163,181,292,699
AR,Hempstead County,20065,18713,11006,5683,140,96,5,1783
AR,Hot Spring County,33040,30970,26525,3472,189,114,11,659
AR,Howard County,12785,12025,8164,2642,114,63,6,1036
AR,Independence County,37938,35512,32108,849,243,345,33,1934
AR,Izard County,13577,12810,12306,256,87,27,11,123
AR,Jackson County,16755,16057,12890,2786,47,63,4,267
AR,Jefferson County,67260,65189,25478,37835,240,673,94,869
AR,Johnson County,25749,23758,20088,482,274,926,36,1952
AR,Lafayette County,6308,6084,3906,2057,36,32,5,48
AR,Lawrence County,16216,15465,15044,143,52,39,12,175
AR,Lee County,8600,8303,3465,4663,39,13,2,121
AR,Lincoln County,12941,12433,8324,3652,41,23,9,384
AR,Little River County,12026,11265,8714,2178,170,23,9,171
AR,Logan County,21131,19860,18826,232,241,328,8,225
AR,Lonoke County,74015,68646,61624,4386,368,733,50,1485
AR,Madison County,16521,15372,14275,41,235,102,246,473
AR,Marion County,16826,15865,15569,20,138,56,5,77
AR,Miller County,42600,40259,28036,10988,281,205,4,745
AR,Mississippi County,40685,38908,23208,14323,99,245,8,1025
AR,Monroe County,6799,6542,3568,2760,35,28,7,144
AR,Montgomery County,8484,7979,7577,18,103,50,5,226
AR,Nevada County,8310,7927,5218,2444,45,45,0,175
AR,Newton County,7225,6824,6689,7,71,24,2,31
AR,Ouachita County,22650,21518,12194,8899,71,126,3,225
AR,Perry County,10019,9452,9165,107,54,12,1,113
AR,Phillips County,16568,16159,5616,10343,44,65,4,87
AR,Pike County,10171,9543,8681,241,94,16,2,509
AR,Poinsett County,22965,21799,19391,1783,102,61,1,461
AR,Polk County,19221,17563,16428,43,366,100,9,617
AR,Pope County,63381,58219,51409,2100,609,679,23,3399
AR,Prairie County,8282,7980,6964,925,23,21,3,44
AR,Pulaski County,399125,373831,199197,143548,2226,10035,225,18600
AR,Randolph County,18571,17721,16684,140,87,75,596,139
AR,St. Francis County,23090,22501,9551,12561,65,127,8,189
AR,Saline County,123416,115441,98388,10414,833,1467,71,4268
AR,Scott County,9836,9097,8210,35,211,278,5,358
AR,Searcy County,7828,7272,7123,5,73,20,5,46
AR,Sebastian County,127799,114077,86828,8061,2890,5789,105,10404
AR,Sevier County,15839,14051,9594,578,478,65,248,3088
AR,Sharp County,17271,16336,15876,118,126,60,20,136
AR,Stone County,12359,11732,11488,21,103,30,2,88
AR,Union County,39054,37436,23216,12729,150,280,16,1045
AR,Van Buren County,15796,14951,14485,77,133,56,0,200
AR,Washington County,245871,220051,168351,8652,3573,5718,8799,24958
AR,White County,76822,71724,65237,3728,368,623,31,1737
AR,Woodruff County,6269,5951,4255,1613,8,22,0,53
AR,Yell County,20263,18535,15330,251,197,202,13,2542
NM,Bernalillo County,676444,534445,353144,21344,38197,20253,794,100713
NM,Catron County,3579,3219,2961,37,59,8,0,154
NM,Chaves County,65157,52886,36649,1225,903,667,43,13399
NM,Cibola County,27172,23696,8080,284,12240,209,18,2865
NM,Colfax County,12387,9779,8137,36,211,61,18,1316
NM,Curry County,48430,40520,27928,2900,634,810,37,8211
NM,De Baca County,1698,1510,1298,8,10,11,5,178
NM,Doa Ana County,219561,159464,104209,4072,4089,2700,195,44199
NM,Eddy County,62314,50648,36266,977,922,597,61,11825
NM,Grant County,28185,22692,18266,309,588,202,21,3306
NM,Guadalupe County,4452,3095,2067,74,62,50,0,842
NM,Harding County,657,485,428,4,7,0,0,46
NM,Hidalgo County,4178,3205,2655,14,40,14,7,475
NM,Lea County,74455,58897,34303,2801,965,661,22,20145
NM,Lincoln County,20269,17089,14263,88,591,162,13,1972
NM,Los Alamos County,19419,16820,14513,167,157,1238,15,730
NM,Luna County,25427,19096,12797,304,344,175,20,5456
NM,McKinley County,72902,69068,7639,353,56941,948,36,3151
NM,Mora County,4189,2867,2020,14,112,16,0,705
NM,Otero County,67839,55420,38167,2662,4981,1056,183,8371
NM,Quay County,8746,7490,6181,110,137,49,9,1004
NM,Rio Arriba County,40363,29822,13865,206,6929,256,13,8553
NM,Roosevelt County,19191,16085,11910,504,244,189,18,3220
NM,Sandoval County,148834,121740,81521,3327,18314,2545,265,15768
NM,San Juan County,121661,110594,50416,714,50021,916,71,8456
NM,San Miguel County,27201,19121,12382,344,546,156,2,5691
NM,Santa Fe County,154823,120728,88915,1412,5558,2367,128,22348
NM,Sierra County,11576,10132,8815,93,241,125,3,855
