STATE_ABBR,COUNTY,TOTAL_POPULATION,POP_ONE_RACE,WHITE,BLACK,AMARICAN_INDIAN,ASIAN,HAWAIIAN,OTHER
TX,Donley County,3258,2982,2648,172,31,10,1,120
TX,Duval County,9831,6481,4994,160,52,45,0,1230
TX,Eastland County,17725,16266,14677,356,150,104,16,963
TX,Ector County,165171,126571,79965,8031,1657,2339,356,34223
TX,Edwards County,1422,1099,961,2,9,11,1,115
TX,Ellis County,192455,166796,118993,24305,1688,1582,218,20010
TX,El Paso County,865657,555390,313741,29054,10337,12073,1885,188300
TX,Erath County,42545,38356,32674,1247,416,353,14,3652
TX,Falls County,16968,15621,9870,3792,114,56,8,1781
TX,Fannin County,35662,33049,28249,2217,417,152,25,1989
TX,Fayette County,24435,21922,18286,1462,174,71,6,1923
TX,Fisher County,3672,3328,2921,107,30,14,2,254
TX,Floyd County,5402,3949,3101,158,15,12,5,658
TX,Foard County,1095,1030,924,19,0,5,1,81
TX,Fort Bend County,822779,715862,282222,170978,4574,182537,371,75180
TX,Franklin County,10359,9396,8138,399,77,68,6,708
TX,Freestone County,19435,18238,13337,2765,146,73,14,1903
TX,Frio County,18385,14595,8518,719,130,199,9,5020
TX,Gaines County,21598,17834,15175,282,112,75,10,2180
TX,Galveston County,350682,303576,214512,44229,2703,12482,296,29354
TX,Garza County,5816,5360,4325,297,32,28,0,678
TX,Gillespie County,26725,23364,21373,110,165,131,1,1584
TX,Glasscock County,1116,966,858,8,7,0,3,90
TX,Goliad County,7012,5987,5127,276,31,28,0,525
TX,Gonzales County,19653,16388,11341,1186,156,67,10,3628
TX,Gray County,21227,18500,14631,868,205,128,0,2668
TX,Grayson County,135543,121410,99852,7663,2387,1990,83,9435
TX,Gregg County,124239,112514,73043,25262,818,1639,55,11697
TX,Grimes County,29268,26090,18591,3915,242,104,15,3223
TX,Guadalupe County,172706,139176,103127,12805,1384,3281,419,18160
TX,Hale County,32522,26268,16925,1496,304,164,32,7347
TX,Hall County,2825,2497,1896,204,14,9,0,374
TX,Hamilton County,8222,7600,7138,32,49,38,2,341
TX,Hansford County,5285,4581,3248,15,33,10,3,1272
TX,Hardeman County,3549,3246,2748,143,18,18,6,313
TX,Hardin County,56231,52815,48005,3072,259,411,35,1033
TX,Harris County,4731145,3930990,1720356,907063,55011,349268,4141,895151
TX,Harrison County,68839,63843,43925,13582,715,491,41,5089
TX,Hartley County,5382,4840,3746,197,30,24,5,838
TX,Haskell County,5416,4950,4132,205,44,28,5,536
TX,Hays County,241067,192699,147092,9881,2175,5091,189,28271
TX,Hemphill County,3382,2916,2372,5,29,11,0,499
TX,Henderson County,82150,75317,64501,4790,675,526,31,4794
TX,Hidalgo County,870781,517653,300554,4748,6155,9048,175,196973
TX,Hill County,35874,32158,26070,2111,368,189,20,3400
TX,Hockley County,21537,17903,13760,645,227,52,4,3215
TX,Hood County,61598,56051,51678,523,501,476,53,2820
TX,Hopkins County,36787,33621,27514,2405,321,290,12,3079
TX,Houston County,22066,20843,13430,5195,131,138,10,1939
TX,Howard County,34860,29990,23664,1721,404,407,24,3770
TX,Hudspeth County,3202,2561,1874,16,39,10,0,622
TX,Hunt County,99956,88424,70576,8014,1263,1016,157,7398
TX,Hutchinson County,20617,18298,15269,469,391,111,2,2056
TX,Irion County,1513,1350,1200,7,16,0,1,126
TX,Jack County,8472,7869,6663,311,70,41,5,779
TX,Jackson County,14988,12894,9782,1011,80,158,5,1858
TX,Jasper County,32980,31407,24327,5594,182,127,19,1158
TX,Jeff Davis County,1996,1664,1467,1,26,15,2,153
TX,Jefferson County,256526,234053,108905,84835,1787,10080,112,28334
TX,Jim Hogg County,4838,3064,2333,5,31,26,5,664
TX,Jim Wells County,38891,27863,22187,265,264,158,16,4973
TX,Johnson County,179927,157718,129863,6770,1719,1812,949,16605
TX,Jones County,19663,18141,12902,2024,120,114,7,2974
TX,Karnes County,14710,12091,8215,1174,87,151,4,2460
TX,Kaufman County,145310,126404,87435,21948,1413,2174,82,13352
TX,Kendall County,44279,38018,34449,347,289,379,39,2515
TX,Kenedy County,350,223,137,1,7,0,1,77
TX,Kent County,753,716,676,2,6,1,0,31
TX,Kerr County,52598,45281,39702,789,338,606,50,3796
TX,Kimble County,4286,3937,3533,8,30,34,3,329
TX,King County,265,253,242,0,0,0,4,7
TX,Kinney County,3129,2379,2012,47,33,10,2,275
TX,Kleberg County,31040,23171,17266,1129,246,817,1,3712
TX,Knox County,3353,3048,2393,165,9,24,3,454
TX,Lamar County,50088,46207,36479,6446,870,481,32,1899
TX,Lamb County,13045,10001,7369,453,81,11,17,2070
TX,Lampasas County,21627,18992,16337,741,233,252,86,1343
TX,La Salle County,6664,4378,3189,235,17,5,0,932
TX,Lavaca County,20337,18421,15821,1247,111,74,5,1163
TX,Lee County,17478,15247,11744,1691,99,61,2,1650
TX,Leon County,15719,14557,12391,945,107,111,6,997
TX,Liberty County,91628,81331,55857,7171,1100,499,17,16687
TX,Limestone County,22146,20425,14018,3726,147,162,18,2354
TX,Lipscomb County,3059,2574,1969,4,37,2,1,561
TX,Live Oak County,11335,9471,8419,214,65,37,3,733
TX,Llano County,21243,19569,18388,105,169,133,4,770
TX,Loving County,64,58,56,0,1,0,0,1
TX,Lubbock County,310639,267331,191717,27279,3206,9701,248,35180
TX,Lynn County,5596,4939,3724,107,36,10,4,1058
TX,McCulloch County,7630,6561,5821,98,38,39,1,564
TX,McLennan County,260579,229896,156475,37518,2511,5010,189,28193
TX,McMullen County,600,448,411,3,1,3,5,25
TX,Madison County,13455,12513,7695,2610,107,106,1,1994
TX,Marion County,9725,9102,6968,1857,86,48,0,143
TX,Martin County,5237,4469,3580,87,69,9,1,723
TX,Mason County,3953,3503,3188,9,14,2,0,290
TX,Matagorda County,36255,30626,19753,3900,318,720,7,5928
TX,Maverick County,57887,32898,16845,181,1163,192,18,14499
TX,Medina County,50748,39999,31848,1366,414,261,42,6068
TX,Menard County,1962,1740,1511,13,14,5,3,194
TX,Midland County,169983,137579,98404,11049,1550,3983,191,22402
TX,Milam County,24754,22158,17261,2183,147,119,18,2430
TX,Mills County,4456,3991,3654,30,15,5,0,287
TX,Mitchell County,8990,8121,5399,961,88,54,1,1618
TX,Montague County,19965,18141,17066,81,194,84,4,712
TX,Montgomery County,620443,535925,407926,35394,6049,21830,732,63994
TX,Moore County,21358,16973,9445,695,419,1014,4,5396
TX,Morris County,11973,11112,8043,2467,86,47,9,460
TX,Motley County,1063,986,931,10,2,0,0,43
TX,Nacogdoches County,64653,58923,40228,10709,414,767,12,6793
TX,Navarro County,52624,45572,30019,6425,473,401,734,7520
TX,Newton County,12217,11656,9375,2086,60,24,0,111
TX,Nolan County,14738,12714,10235,712,108,104,5,1550
TX,Nueces County,353178,261534,191405,14309,2942,8135,381,44362
TX,Ochiltree County,10015,8254,5618,22,146,32,2,2434
TX,Oldham County,1758,1598,1424,35,10,11,0,118
TX,Orange County,84808,79407,66942,8081,459,1113,19,2793
TX,Palo Pinto County,28409,25842,22603,582,269,214,13,2161
TX,Panola County,22491,21057,16637,3263,172,105,11,869
TX,Parker County,148222,133872,122995,1738,1229,1035,116,6759
TX,Parmer County,9869,8193,5572,75,171,18,4,2353
TX,Pecos County,15193,11740,6921,558,172,148,2,3939
TX,Polk County,50123,46457,36343,4924,1019,340,2,3829
TX,Potter County,118525,98979,61693,12561,1397,6172,41,17115
TX,Presidio County,6131,3683,2331,27,48,86,0,1191
TX,Rains County,12164,11346,10394,270,112,55,3,512
TX,Randall County,140753,123378,105870,4992,1263,2737,60,8456
TX,Reagan County,3385,2594,1736,42,32,20,1,763
TX,Real County,2758,2432,2213,28,20,13,3,155
TX,Red River County,11587,11014,8700,1762,111,51,4,386
TX,Reeves County,14748,11067,8073,290,101,169,3,2431
TX,Refugio County,6741,5413,4172,462,32,32,0,715
TX,Roberts County,827,755,737,2,3,0,0,13
TX,Robertson County,16757,15482,10502,3176,102,107,21,1574
TX,Rockwall County,107819,94391,74913,8398,899,3371,111,6699
TX,Runnels County,9900,8698,7480,146,86,24,7,955
TX,Rusk County,52214,47962,33865,8326,401,231,24,5115
TX,Sabine County,9894,9413,8426,745,51,53,0,138
TX,San Augustine County,7918,7526,5352,1781,33,42,0,318
TX,San Jacinto County,27402,24982,20276,2134,219,88,20,2245
TX,San Patricio County,68755,52670,42197,1195,544,886,87,7761
TX,San Saba County,5730,5195,4274,121,39,17,2,742
TX,Schleicher County,2451,2096,1368,26,24,10,3,665
TX,Scurry County,16932,14567,10867,637,126,83,8,2846
TX,Shackelford County,3105,2910,2731,23,10,18,0,128
TX,Shelby County,24022,22008,15111,3836,139,370,14,2538
TX,Sherman County,2782,2188,1612,12,37,3,0,524
TX,Smith County,233479,211043,144539,38593,1656,4188,106,21961
TX,Somervell County,9205,8088,7373,45,78,58,0,534
TX,Starr County,65920,34893,21839,66,253,111,1,12623
TX,Stephens County,9101,8280,7013,246,61,63,1,896
TX,Sterling County,1372,1196,1064,3,6,1,2,120
TX,Stonewall County,1245,1133,1032,20,10,5,0,66
TX,Sutton County,3372,2514,1959,10,16,8,2,519
TX,Swisher County,6971,5834,4182,438,49,12,3,1150
TX,Tarrant County,2110640,1814445,1044549,366727,18690,129437,4551,250491
TX,Taylor County,143208,126033,99225,11771,1262,2924,189,10662
TX,Terrell County,760,646,480,8,0,5,0,153
TX,Terry County,11831,9250,6930,454,76,40,0,1750
TX,Throckmorton County,1440,1336,1294,2,5,3,0,32
TX,Titus County,31247,26265,16188,2992,377,278,9,6421
TX,Tom Green County,120003,98664,78548,4544,1050,1801,175,12546
TX,Travis County,1290188,1079633,709447,101267,12463,101038,1019,154399
TX,Trinity County,13602,12576,10833,1092,54,34,5,558
TX,Tyler County,19798,18841,15621,2059,120,100,3,938
TX,Upshur County,40892,37542,32238,2958,340,177,13,1816
TX,Upton County,3308,2321,1849,74,13,5,0,380
TX,Uvalde County,24564,17058,12584,159,133,162,8,4012
TX,Val Verde County,47586,30969,21218,665,337,379,47,8323
TX,Van Zandt County,59541,54766,49904,1542,473,275,30,2542
TX,Victoria County,91319,72846,53085,5729,726,1431,43,11832
TX,Walker County,76400,71212,42800,16638,468,1148,42,10116
TX,Waller County,56794,49474,26479,12256,634,809,20,9276
TX,Ward County,11644,9342,6567,482,122,69,2,2100
TX,Washington County,35805,31899,23299,5626,154,564,18,2238
TX,Webb County,267114,159681,102723,1166,1651,1405,53,52683
TX,Wharton County,41570,35188,22903,5676,294,193,1,6121
TX,Wheeler County,4990,4438,3748,86,57,27,2,518
TX,Wichita County,129350,115415,86718,13887,1443,2747,181,10439
TX,Wilbarger County,12887,11537,8092,1062,177,571,0,1635
TX,Willacy County,20164,13966,8743,497,149,165,2,4410
TX,Williamson County,609017,517900,373264,40732,4588,54628,735,43953
TX,Wilson County,49753,40399,34471,776,473,254,33,4392
TX,Winkler County,7791,6231,4046,163,135,85,1,1801
TX,Wise County,68632,61062,54054,720,695,382,13,5198
TX,Wood County,44843,41316,36871,1693,339,230,4,2179
TX,Yoakum County,7694,5896,3758,63,62,50,0,1963
TX,Young County,17867,16366,14398,183,184,89,0,1512
TX,Zapata County,13889,7570,5421,18,67,16,0,2048
TX,Zavala County,9670,6344,4598,89,74,19,1,1563
OR,Baker County,16668,15635,14936,77,186,66,21,349
OR,Benton County,95184,86292,74612,1002,819,6428,292,3139
OR,Clackamas County,421401,380858,334855,4554,3510,20699,1117,16123
OR,Clatsop County,41072,37477,34525,226,431,564,104,1627
OR,Columbia County,52589,48007,45243,323,733,583,121,1004
OR,Coos County,64929,59136,54930,289,1493,747,128,1549
OR,Crook County,24738,22722,21349,80,317,114,30,832
OR,Curry County,23446,21331,19925,84,541,214,25,542
OR,Deschutes County,198253,180993,169137,887,1563,2481,272,6653
OR,Douglas County,111201,101896,96048,400,1950,1231,164,2103
OR,Gilliam County,1995,1850,1770,4,29,9,11,27
OR,Grant County,7233,6703,6523,13,65,23,10,69
OR,Harney County,7495,6969,6566,8,246,36,0,113
OR,Hood River County,23977,20267,16381,53,274,392,37,3130
OR,Jackson County,223259,198701,178193,1734,2781,3387,867,11739
OR,Jefferson County,24502,22091,15992,145,3323,149,24,2458
OR,Josephine County,88090,80038,75344,415,1071,886,128,2194
OR,Klamath County,69413,62494,54494,562,2998,786,122,3532
OR,Lake County,8160,7257,6691,49,131,54,10,322
OR,Lane County,382971,344179,309194,4660,4674,9620,1015,15016
OR,Lincoln County,50395,45511,40624,199,1795,658,95,2140
OR,Linn County,128610,116596,107700,681,1727,1477,295,4716
OR,Malheur County,31571,28327,21619,465,539,396,53,5255
OR,Marion County,345920,303363,233321,4161,6836,7501,3821,47723
OR,Morrow County,12186,10514,7472,58,167,33,5,2779
OR,Multnomah County,815428,727014,556202,45370,9906,62022,5457,48057
OR,Polk County,87433,78117,68274,735,1912,1774,361,5061
OR,Sherman County,1870,1714,1643,0,19,8,3,41
OR,Tillamook County,27390,24773,22620,79,307,283,85,1399
OR,Umatilla County,80075,70618,53461,701,3082,720,151,12503
OR,Union County,26196,24142,22565,161,242,220,492,462
OR,Wallowa County,7391,6922,6673,9,60,31,4,145
OR,Wasco County,26670,23673,19821,133,1119,252,195,2153
OR,Washington County,600372,529866,385455,13437,6179,69106,3477,52212
OR,Wheeler County,1451,1331,1271,1,26,9,0,24
OR,Yamhill County,107722,96540,83667,900,1942,1579,212,8240
IA,Adair County,7496,7262,7149,46,19,23,2,23
IA,Adams County,3704,3597,3531,12,19,13,0,22
IA,Allamakee County,14061,13622,12621,154,91,41,5,710
IA,Appanoose County,12317,11906,11690,75,24,70,7,40
IA,Audubon County,5674,5527,5469,17,5,5,1,30
IA,Benton County,25575,24626,24258,114,34,83,2,135
IA,Black Hawk County,131144,124003,102832,13676,422,3427,854,2792
IA,Boone County,26715,25660,24943,301,65,100,3,248
IA,Bremer County,24988,24240,23597,239,46,196,2,160
IA,Buchanan County,20565,19960,19696,72,28,52,12,100
IA,Buena Vista County,20823,18625,12597,591,124,1907,620,2786
IA,Butler County,14334,13974,13827,26,25,28,0,68
IA,Calhoun County,9927,9651,9357,152,24,26,8,84
IA,Carroll County,20760,20166,19543,262,32,75,0,254
IA,Cass County,13127,12700,12413,29,25,35,78,120
IA,Cedar County,18505,17818,17472,83,52,62,2,147
IA,Cerro Gordo County,43127,40987,38618,930,143,535,137,624
IA,Cherokee County,11658,11260,10831,87,33,57,14,238
IA,Chickasaw County,12012,11566,11252,80,21,30,7,176
IA,Clarke County,9748,9083,8231,44,55,81,40,632
IA,Clay County,16384,15762,15230,100,56,105,6,265
IA,Clayton County,17043,16618,16229,158,43,47,6,135
IA,Clinton County,46460,44116,41771,1420,142,263,14,506
IA,Crawford County,16525,14763,11262,394,162,308,4,2633
IA,Dallas County,99678,93884,83359,2698,224,5009,38,2556
IA,Davis County,9110,8881,8797,8,11,15,0,50
IA,Decatur County,7645,7373,7081,108,20,39,24,101
IA,Delaware County,17488,17094,16787,122,50,48,1,86
IA,Des Moines County,38910,36675,33164,2532,78,403,22,476
IA,Dickinson County,17703,17144,16819,79,21,82,1,142
IA,Dubuque County,99266,95632,88314,4126,261,1028,829,1074
IA,Emmet County,9388,8904,8356,92,54,32,3,367
IA,Fayette County,19509,18746,18271,203,40,78,1,153
IA,Floyd County,15627,15035,14094,419,33,295,12,182
IA,Franklin County,10019,9280,8366,32,68,50,0,764
IA,Fremont County,6605,6318,6201,11,19,11,5,71
IA,Greene County,8771,8439,8258,28,16,50,1,86
IA,Grundy County,12329,11955,11836,49,10,24,0,36
IA,Guthrie County,10623,10289,10032,36,23,38,16,144
IA,Hamilton County,15039,14250,13079,103,77,319,0,672
IA,Hancock County,10795,10290,9959,76,39,25,5,186
IA,Hardin County,16878,16154,15465,147,32,91,6,413
IA,Harrison County,14582,14113,13922,27,29,50,3,82
IA,Henry County,20482,19506,17990,506,86,453,8,463
IA,Howard County,9469,9161,8940,23,48,27,7,116
IA,Humboldt County,9597,9289,8920,56,16,21,6,270
IA,Ida County,7005,6817,6662,31,4,22,11,87
IA,Iowa County,16662,16035,15571,111,35,94,1,223
IA,Jackson County,19485,18983,18461,152,43,46,192,89
IA,Jasper County,37813,36317,34866,703,124,215,30,379
IA,Jefferson County,15663,14860,13565,419,55,500,9,312
IA,Johnson County,152854,143105,117090,12847,322,8599,43,4204
IA,Jones County,20646,19977,19244,441,54,59,2,177
IA,Keokuk County,10033,9713,9547,51,15,16,0,84
IA,Kossuth County,14828,14313,13916,78,14,74,3,228
IA,Lee County,33555,31766,30336,910,72,140,8,300
IA,Linn County,230299,216562,190644,16449,548,5374,528,3019
IA,Louisa County,10837,10072,8834,78,54,270,0,836
IA,Lucas County,8634,8353,8207,23,7,29,0,87
IA,Lyon County,11934,11599,11270,41,32,24,46,186
IA,Madison County,16548,15884,15609,50,25,85,13,102
IA,Mahaska County,22190,21307,20453,394,41,253,15,151
IA,Marion County,33414,32156,31156,292,69,401,21,217
IA,Marshall County,40105,36399,29579,815,330,1517,33,4125
IA,Mills County,14484,13783,13504,77,30,48,10,114
IA,Mitchell County,10565,10298,10107,42,12,46,4,87
IA,Monona County,8751,8404,8141,28,146,28,2,59
IA,Monroe County,7577,7339,7225,19,13,16,2,64
IA,Montgomery County,10330,9956,9698,25,35,26,2,170
IA,Muscatine County,43235,39828,34598,1141,214,406,0,3469
IA,O'Brien County,14182,13533,12825,161,80,80,11,376
IA,Osceola County,6192,5879,5485,30,32,21,36,275
IA,Page County,15211,14558,13858,365,62,124,0,149
IA,Palo Alto County,8996,8689,8465,52,23,39,6,104
IA,Plymouth County,25698,24622,23289,356,88,116,117,656
IA,Pocahontas County,7078,6780,6459,66,21,29,23,182
IA,Polk County,492401,455712,373903,35623,2274,24510,302,19100
IA,Pottawattamie County,93667,88128,81329,1889,655,785,80,3390
IA,Poweshiek County,18662,18018,17209,328,65,223,21,172
IA,Ringgold County,4663,4508,4469,3,7,8,1,20
IA,Sac County,9814,9528,9271,46,11,31,9,160
IA,Scott County,174669,161757,138752,14117,585,4858,61,3384
IA,Shelby County,11746,11336,10990,53,55,49,4,185
IA,Sioux County,35872,33628,30745,195,218,224,5,2241
IA,Story County,98537,92525,81046,3019,324,5461,34,2641
IA,Tama County,17135,16072,13658,137,1427,81,2,767
IA,Taylor County,5896,5646,5412,2,17,15,4,196
IA,Union County,12138,11697,11365,118,38,65,7,104
IA,Van Buren County,7203,7004,6923,28,7,24,0,22
IA,Wapello County,35437,33402,28180,1469,232,629,520,2372
IA,Warren County,52403,50023,48539,455,98,383,22,526
IA,Washington County,22565,21507,20374,188,70,116,3,756
IA,Wayne County,6497,6327,6261,10,17,25,2,12
IA,Webster County,36999,35098,32108,1825,176,303,16,670
IA,Winnebago County,10679,10259,9665,214,22,98,3,257
IA,Winneshiek County,20070,19509,18852,131,34,178,12,302
IA,Woodbury County,105941,96330,76794,5197,2515,3008,661,8155
IA,Worth County,7443,7182,7041,60,8,32,1,40
IA,Wright County,12943,12099,10542,75,86,69,8,1319
HI,Hawaii County,200629,141384,67365,1251,1027,39607,28096,4038
HI,Honolulu County,1016508,767822,188462,20723,2278,436853,102099,17407
HI,Kalawao County,82,60,27,2,0,12,15,4
HI,Kauai County,73298,53290,23204,376,287,21102,7227,1094
HI,Maui County,164754,124586,54203,1065,778,44328,20008,4204
NE,Adams County,31205,29093,26656,258,186,429,9,1555
NE,Antelope County,6295,6091,5937,22,16,22,1,93
NE,Arthur County,434,403,400,3,0,0,0,0
NE,Banner County,674,635,614,0,5,3,0,13
NE,Blaine County,431,407,397,1,0,3,0,6
NE,Boone County,5379,5213,5091,21,18,7,1,75
NE,Box Butte County,10842,9989,9063,66,365,75,5,415
NE,Boyd County,1810,1755,1724,0,18,0,0,13
NE,Brown County,2903,2790,2664,2,12,8,0,104
NE,Buffalo County,50084,47159,43363,643,275,670,33,2175
NE,Burt County,6722,6456,6248,22,83,35,17,51
NE,Butler County,8369,8078,7725,28,23,9,1,292
NE,Cass County,26598,25261,24633,103,99,108,9,309
NE,Cedar County,8380,8195,8064,28,13,12,2,76
NE,Chase County,3893,3647,3310,20,9,11,0,297
NE,Cherry County,5455,5175,4830,11,292,7,0,35
NE,Cheyenne County,9468,8990,8518,60,52,75,1,284
NE,Clay County,6104,5795,5502,10,34,10,0,239
NE,Colfax County,10582,9551,5839,378,301,50,2,2981
NE,Cuming County,9013,8581,7841,23,71,18,9,619
NE,Custer County,10545,10180,9920,48,43,19,2,148
NE,Dakota County,21582,18292,11028,1613,711,609,154,4177
NE,Dawes County,8199,7753,7069,164,341,53,6,120
NE,Dawson County,24111,21601,15098,1210,270,200,46,4777
NE,Deuel County,1838,1763,1709,1,13,6,0,34
NE,Dixon County,5606,5216,4735,18,33,22,0,408
NE,Dodge County,37167,34547,30548,247,349,204,20,3179
NE,Douglas County,584526,534285,398426,64721,5779,27827,500,37032
NE,Dundy County,1654,1576,1506,7,20,1,3,39
NE,Fillmore County,5551,5351,5227,22,21,13,1,67
NE,Franklin County,2889,2820,2760,6,6,17,0,31
NE,Frontier County,2519,2431,2376,17,6,0,3,29
NE,Furnas County,4636,4415,4293,9,31,6,0,76
NE,Gage County,21704,20827,20298,140,100,99,2,188
NE,Garden County,1874,1801,1748,7,4,2,1,39
NE,Garfield County,1813,1765,1758,3,3,0,0,1
NE,Gosper County,1893,1822,1778,4,4,11,1,24
NE,Grant County,611,599,580,5,12,1,0,1
NE,Greeley County,2188,2152,2102,1,5,6,1,37
NE,Hall County,62895,56996,43702,1919,913,727,37,9698
NE,Hamilton County,9429,9091,8894,27,40,15,2,113
NE,Harlan County,3073,2974,2926,2,16,11,0,19
NE,Hayes County,856,811,768,0,5,2,0,36
NE,Hitchcock County,2616,2525,2497,1,0,2,4,21
NE,Holt County,10127,9848,9460,43,53,52,1,239
NE,Hooker County,711,676,665,4,5,1,0,1
NE,Howard County,6475,6297,6200,14,27,12,1,43
NE,Jefferson County,7240,6932,6671,20,45,15,0,181
NE,Johnson County,5290,5072,4187,315,52,76,0,442
NE,Kearney County,6688,6377,6159,3,19,12,9,175
NE,Keith County,8335,7855,7509,19,35,46,7,239
NE,Keya Paha County,769,746,737,0,2,0,1,6
NE,Kimball County,3434,3241,3122,1,42,15,0,61
NE,Knox County,8391,8118,7018,16,961,28,4,91
NE,Lancaster County,322608,299621,258438,13759,2665,14086,206,10467
NE,Lincoln County,34676,32590,30678,427,214,325,7,939
NE,Logan County,716,681,676,0,1,4,0,0
NE,Loup County,607,574,565,0,0,1,0,8
NE,McPherson County,399,385,378,0,4,2,0,1
NE,Madison County,35585,32866,28898,414,533,448,9,2564
NE,Merrick County,7668,7323,7049,44,37,32,6,155
NE,Morrill County,4555,4238,3892,20,54,21,0,251
NE,Nance County,3380,3259,3224,4,14,6,0,11
NE,Nemaha County,7074,6821,6602,66,33,33,0,87
NE,Nuckolls County,4095,3925,3862,6,4,4,0,49
NE,Otoe County,15912,14988,14172,89,76,90,0,561
NE,Pawnee County,2544,2487,2461,4,7,0,1,14
NE,Perkins County,2858,2746,2660,10,3,3,5,65
NE,Phelps County,8968,8585,8286,35,36,28,1,199
NE,Pierce County,7317,7117,6993,31,22,16,2,53
NE,Platte County,34296,31506,26932,374,306,205,9,3680
NE,Polk County,5214,4951,4798,11,23,2,1,116
NE,Red Willow County,10702,10267,9734,113,50,39,12,319
NE,Richardson County,7871,7465,7151,24,226,36,1,27
NE,Rock County,1262,1236,1223,3,1,0,0,9
NE,Saline County,14292,12859,9893,137,204,277,48,2300
NE,Sarpy County,190604,173093,152525,7459,1012,4794,239,7064
NE,Saunders County,22278,21381,20897,80,85,86,5,228
NE,Scotts Bluff County,36084,32290,28265,287,768,281,25,2664
NE,Seward County,17609,16959,16566,105,56,57,6,169
NE,Sheridan County,5127,4841,4143,15,566,30,2,85
NE,Sherman County,2959,2850,2807,10,16,5,2,10
NE,Sioux County,1135,1091,1065,0,2,4,2,18
NE,Stanton County,5842,5529,5308,22,32,18,7,142
NE,Thayer County,5034,4902,4817,10,15,10,6,44
NE,Thomas County,669,639,630,0,4,1,0,4
NE,Thurston County,6773,6581,2475,24,3980,9,9,84
NE,Valley County,4059,3953,3865,15,10,10,10,43
NE,Washington County,20865,19978,19518,72,37,100,4,247
NE,Wayne County,9697,9214,8023,351,61,122,8,649
NE,Webster County,3395,3238,3160,14,16,9,0,39
NE,Wheeler County,774,745,741,0,3,0,0,1
NE,York County,14125,13548,12789,174,88,95,5,397
NY,Albany County,314848,293076,215496,43206,845,24473,183,8873
NY,Allegany County,46456,44541,42555,829,91,379,9,678
NY,Bronx County,1472654,1280481,207573,487118,21539,69559,1640,493052
NY,Broome County,198683,185345,158674,12684,556,9372,84,3975
NY,Cattaraugus County,77042,73029,68128,1043,2706,567,14,571
NY,Cayuga County,76248,71709,67017,2910,310,385,54,1033
NY,Chautauqua County,127657,118513,109333,3354,673,818,57,4278
NY,Chemung County,84148,78412,70463,5315,240,1432,15,947
NY,Chenango County,47220,44627,43531,357,126,245,15,353
NY,Clinton County,79843,75498,70142,3060,285,975,26,1010
NY,Columbia County,61570,57314,51533,2557,188,1431,21,1584
NY,Cortland County,46809,44137,41250,895,124,1028,15,825
NY,Delaware County,44308,41833,39466,1072,145,489,10,651
NY,Dutchess County,295911,270087,207251,32289,1312,10781,74,18380
NY,Erie County,954236,902420,693563,134795,5594,46384,280,21804
NY,Essex County,37381,35403,34102,676,78,229,12,306
NY,Franklin County,47555,45699,39036,1848,4141,191,0,483
NY,Fulton County,53324,50005,47775,1068,121,349,4,688
NY,Genesee County,58388,55255,51541,1441,419,416,17,1421
NY,Greene County,47931,44482,40490,2370,161,506,7,948
NY,Hamilton County,5107,4865,4785,31,14,12,1,22
NY,Herkimer County,60139,56900,55246,759,108,370,35,382
NY,Jefferson County,116721,108443,96244,6707,594,2248,309,2341
NY,Kings County,2736074,2498775,1028774,772050,20598,373680,1487,302186
NY,Lewis County,26582,25558,25121,109,57,76,11,184
NY,Livingston County,61834,58436,55442,1191,145,657,6,995
NY,Madison County,68016,64297,61504,1120,466,679,11,517
NY,Monroe County,759443,705359,521127,118879,2094,32630,270,30359
NY,Montgomery County,49532,45079,40209,1267,159,489,20,2935
NY,Nassau County,1395774,1278463,817196,153274,6219,164201,435,137138
NY,New York County,1694251,1518810,847604,229361,9969,221995,1795,208086
NY,Niagara County,212666,200302,175821,16740,2428,2459,47,2807
NY,Oneida County,232125,218604,185042,16184,692,10626,93,5967
NY,Onondaga County,476516,443829,353232,56947,3364,20235,138,9913
NY,Ontario County,112458,105861,98880,2662,265,1383,24,2647
NY,Orange County,401310,360810,248085,45543,2949,12025,185,52023
NY,Orleans County,40343,37906,34643,1951,223,154,13,922
NY,Oswego County,117525,111261,107264,1584,508,871,31,1003
NY,Otsego County,58524,55396,52403,1286,121,827,11,748
NY,Putnam County,97668,88221,75406,2828,425,2225,25,7312
NY,Queens County,2405464,2162100,621475,403077,30513,660631,1718,444686
NY,Rensselaer County,161130,149004,126828,12872,441,5776,25,3062
NY,Richmond County,495747,456927,295519,52039,3599,59279,234,46257
NY,Rockland County,338329,311029,214890,35542,1716,20685,110,38086
NY,St. Lawrence County,108505,103942,97530,3074,1194,1105,34,1005
NY,Saratoga County,235509,220928,206278,4047,438,7494,68,2603
NY,Schenectady County,158061,142902,107493,17322,1125,8354,145,8463
NY,Schoharie County,29714,28018,27112,305,83,211,3,304
NY,Schuyler County,17898,17103,16750,101,50,108,1,93
NY,Seneca County,33814,32039,29737,1414,162,269,3,454
NY,Steuben County,93584,88966,84953,1469,234,1633,12,665
NY,Suffolk County,1525920,1378708,1022846,114294,9188,65779,427,166174
NY,Sullivan County,78624,71066,56040,6814,418,1597,29,6168
NY,Tioga County,48455,45880,44557,452,75,379,18,399
